XCen,YCen,Depth
422839.000,566027.000,0.014
422839.000,566031.000,0.051
422839.000,566035.000,0.032
422839.000,566039.000,0.004
422839.000,566043.000,0.003
422839.000,566047.000,0.036
422839.000,566051.000,0.020
422839.000,566055.000,0.034
422839.000,566059.000,0.008
422839.000,566063.000,0.016
422839.000,566067.000,0.004
422839.000,566071.000,0.004
422839.000,566075.000,0.003
422839.000,566079.000,0.003
422839.000,566083.000,0.003
422839.000,566087.000,0.002
422839.000,566091.000,0.001
422839.000,566095.000,0.002
422839.000,566099.000,0.012
422839.000,566103.000,0.014
422839.000,566107.000,0.011
422839.000,566111.000,0.007
422839.000,566115.000,0.005
422839.000,566119.000,0.006
422839.000,566123.000,0.008
422839.000,566127.000,0.011
422839.000,566131.000,0.015
422839.000,566135.000,0.014
422839.000,566139.000,0.013
422839.000,566143.000,0.021
422839.000,566147.000,0.029
422839.000,566151.000,0.002
422839.000,566155.000,0.002
422839.000,566159.000,0.002
422839.000,566163.000,0.002
422839.000,566167.000,0.054
422839.000,566171.000,0.015
422839.000,566175.000,0.011
422839.000,566179.000,0.006
422839.000,566183.000,0.006
422839.000,566187.000,0.002
422843.000,564415.000,0.002
422843.000,564419.000,0.007
422843.000,564423.000,0.005
422843.000,564427.000,0.008
422843.000,564431.000,0.002
422843.000,564435.000,0.003
422843.000,564439.000,0.005
422843.000,564443.000,0.011
422843.000,564447.000,0.037
422843.000,564451.000,0.012
422843.000,564455.000,0.017
422843.000,564459.000,0.005
422843.000,564463.000,0.008
422843.000,564467.000,0.009
422843.000,564471.000,0.037
422843.000,564475.000,0.010
422843.000,564479.000,0.013
422843.000,564483.000,0.005
422843.000,564487.000,0.005
422843.000,564491.000,0.009
422843.000,564495.000,0.001
422843.000,564499.000,0.002
422843.000,564503.000,0.012
422843.000,564507.000,0.001
422843.000,564511.000,0.001
422843.000,564515.000,0.001
422843.000,564519.000,0.002
422843.000,564523.000,0.001
422843.000,564527.000,0.001
422843.000,564531.000,0.009
422843.000,564535.000,0.018
422843.000,564539.000,0.029
422843.000,564543.000,0.048
422843.000,564547.000,0.035
422843.000,564551.000,0.029
422843.000,564555.000,0.025
422843.000,564559.000,0.006
422843.000,564563.000,0.005
422843.000,564567.000,0.003
422843.000,564571.000,0.003
422843.000,564575.000,0.002
422843.000,564579.000,0.003
422843.000,564583.000,0.004
422843.000,564587.000,0.004
422843.000,564591.000,0.024
422843.000,564595.000,0.013
422843.000,564599.000,0.008
422843.000,564603.000,0.003
422843.000,564607.000,0.001
422843.000,564611.000,0.001
422843.000,564615.000,0.041
422843.000,564619.000,0.053
422843.000,564623.000,0.002
422843.000,564627.000,0.001
422843.000,564631.000,0.003
422843.000,564635.000,0.024
422843.000,564639.000,0.056
422843.000,564643.000,0.004
422843.000,564647.000,0.006
422843.000,564651.000,0.002
422843.000,564667.000,0.062
422843.000,564671.000,0.032
422843.000,564727.000,0.040
422843.000,564735.000,0.004
422843.000,564739.000,0.075
422843.000,564743.000,0.163
422843.000,564747.000,0.160
422843.000,564759.000,0.001
422843.000,564763.000,0.037
422843.000,564767.000,0.017
422843.000,564771.000,0.041
422843.000,564775.000,0.010
422843.000,564779.000,0.002
422843.000,564783.000,0.002
422843.000,564831.000,0.139
422843.000,564835.000,0.098
422843.000,564839.000,0.001
422843.000,564843.000,0.002
422843.000,564847.000,0.027
422843.000,564883.000,0.001
422843.000,564887.000,0.004
422843.000,564891.000,0.005
422843.000,564895.000,0.005
422843.000,564899.000,0.279
422843.000,564915.000,0.014
422843.000,564919.000,0.009
422843.000,564923.000,0.026
422843.000,564927.000,0.044
422843.000,564931.000,0.062
422843.000,564935.000,0.038
422843.000,564939.000,0.002
422843.000,564943.000,0.003
422843.000,564947.000,0.004
422843.000,564951.000,0.005
422843.000,564955.000,0.016
422843.000,564959.000,0.030
422843.000,564971.000,0.003
422843.000,564975.000,0.003
422843.000,564979.000,0.004
422843.000,564983.000,0.004
422843.000,564987.000,0.005
422843.000,564991.000,0.005
422843.000,564995.000,0.005
422843.000,564999.000,0.004
422843.000,565003.000,0.005
422843.000,565007.000,0.007
422843.000,565011.000,0.009
422843.000,565015.000,0.011
422843.000,565019.000,0.012
422843.000,565023.000,0.012
422843.000,565027.000,0.011
422843.000,565031.000,0.011
422843.000,565035.000,0.012
422843.000,565039.000,0.011
422843.000,565043.000,0.021
422843.000,565047.000,0.017
422843.000,565051.000,0.017
422843.000,565055.000,0.035
422843.000,565059.000,0.081
422843.000,565063.000,0.012
422843.000,565067.000,0.001
422843.000,565071.000,0.005
422843.000,565075.000,0.012
422843.000,565079.000,0.034
422843.000,565083.000,0.003
422843.000,565087.000,0.002
422843.000,565091.000,0.002
422843.000,565095.000,0.001
422843.000,565099.000,0.001
422843.000,565103.000,0.001
422843.000,565107.000,0.001
422843.000,565111.000,0.002
422843.000,565115.000,0.013
422843.000,565119.000,0.004
422843.000,565123.000,0.006
422843.000,565127.000,0.002
422843.000,565131.000,0.003
422843.000,565135.000,0.003
422843.000,565139.000,0.003
422843.000,565143.000,0.003
422843.000,565147.000,0.044
422843.000,565151.000,0.059
422843.000,565155.000,0.068
422843.000,565159.000,0.022
422843.000,565163.000,0.072
422843.000,565167.000,0.118
422843.000,565171.000,0.108
422843.000,565175.000,0.068
422843.000,565179.000,0.073
422843.000,565183.000,0.080
422843.000,565187.000,0.111
422843.000,565191.000,0.119
422843.000,565195.000,0.085
422843.000,565199.000,0.046
422843.000,565203.000,0.037
422843.000,565207.000,0.031
422843.000,565211.000,0.041
422843.000,565215.000,0.012
422843.000,565219.000,0.013
422843.000,565223.000,0.013
422843.000,565227.000,0.015
422843.000,565231.000,0.016
422843.000,565235.000,0.019
422843.000,565239.000,0.007
422843.000,565243.000,0.013
422843.000,565247.000,0.006
422843.000,565251.000,0.009
422843.000,565255.000,0.009
422843.000,565259.000,0.010
422843.000,565263.000,0.011
422843.000,565267.000,0.012
422843.000,565271.000,0.011
422843.000,565275.000,0.023
422843.000,565279.000,0.026
422843.000,565283.000,0.034
422843.000,565287.000,0.018
422843.000,565291.000,0.018
422843.000,565295.000,0.018
422843.000,565299.000,0.034
422843.000,565303.000,0.018
422843.000,565307.000,0.014
422843.000,565311.000,0.013
422843.000,565315.000,0.011
422843.000,565319.000,0.010
422843.000,565323.000,0.010
422843.000,565327.000,0.010
422843.000,565331.000,0.012
422843.000,565335.000,0.028
422843.000,565339.000,0.032
422843.000,565343.000,0.019
422843.000,565347.000,0.243
422843.000,565351.000,0.303
422843.000,565355.000,0.272
422843.000,565359.000,0.008
422843.000,565363.000,0.010
422843.000,565367.000,0.012
422843.000,565371.000,0.098
422843.000,565375.000,0.095
422843.000,565379.000,0.098
422843.000,565383.000,0.074
422843.000,565387.000,0.003
422843.000,565391.000,0.002
422843.000,565395.000,0.001
422843.000,565399.000,0.051
422843.000,565403.000,0.019
422843.000,565407.000,0.008
422843.000,565411.000,0.009
422843.000,565415.000,0.006
422843.000,565419.000,0.006
422843.000,565423.000,0.008
422843.000,565427.000,0.004
422843.000,565431.000,0.002
422843.000,565435.000,0.004
422843.000,565439.000,0.007
422843.000,565443.000,0.017
422843.000,565447.000,0.030
422843.000,565451.000,0.010
422843.000,565455.000,0.009
422843.000,565459.000,0.007
422843.000,565463.000,0.006
422843.000,565467.000,0.007
422843.000,565471.000,0.009
422843.000,565475.000,0.005
422843.000,565479.000,0.008
422843.000,565483.000,0.026
422843.000,565487.000,0.008
422843.000,565491.000,0.009
422843.000,565495.000,0.010
422843.000,565499.000,0.008
422843.000,565503.000,0.006
422843.000,565507.000,0.005
422843.000,565511.000,0.003
422843.000,565515.000,0.005
422843.000,565519.000,0.005
422843.000,565523.000,0.005
422843.000,565527.000,0.009
422843.000,565531.000,0.019
422843.000,565535.000,0.005
422843.000,565539.000,0.009
422843.000,565543.000,0.006
422843.000,565547.000,0.006
422843.000,565551.000,0.006
422843.000,565555.000,0.016
422843.000,565559.000,0.033
422843.000,565563.000,0.083
422843.000,565567.000,0.009
422843.000,565571.000,0.062
422843.000,565575.000,0.003
422843.000,565579.000,0.021
422843.000,565583.000,0.003
422843.000,565587.000,0.060
422843.000,565591.000,0.005
422843.000,565595.000,0.031
422843.000,565599.000,0.002
422843.000,565603.000,0.001
422843.000,565607.000,0.017
422843.000,565611.000,0.056
422843.000,565615.000,0.058
422843.000,565619.000,0.044
422843.000,565623.000,0.111
422843.000,565627.000,0.074
422843.000,565631.000,0.040
422843.000,565635.000,0.045
422843.000,565639.000,0.039
422843.000,565643.000,0.042
422843.000,565647.000,0.041
422843.000,565651.000,0.025
422843.000,565655.000,0.021
422843.000,565659.000,0.023
422843.000,565663.000,0.024
422843.000,565667.000,0.026
422843.000,565671.000,0.029
422843.000,565675.000,0.015
422843.000,565679.000,0.006
422843.000,565683.000,0.002
422843.000,565687.000,0.001
422843.000,565691.000,0.031
422843.000,565695.000,0.003
422843.000,565699.000,0.002
422843.000,565703.000,0.018
422843.000,565707.000,0.001
422843.000,565711.000,0.088
422843.000,565715.000,0.037
422843.000,565719.000,0.151
422843.000,565723.000,0.141
422843.000,565727.000,0.029
422843.000,565731.000,0.011
422843.000,565735.000,0.010
422843.000,565739.000,0.002
422843.000,565743.000,0.002
422843.000,565747.000,0.004
422843.000,565751.000,0.040
422843.000,565755.000,0.029
422843.000,565759.000,0.044
422843.000,565763.000,0.034
422843.000,565767.000,0.005
422843.000,565771.000,0.005
422843.000,565775.000,0.004
422843.000,565779.000,0.004
422843.000,565783.000,0.004
422843.000,565787.000,0.002
422843.000,565791.000,0.002
422843.000,565795.000,0.004
422843.000,565799.000,0.010
422843.000,565803.000,0.003
422843.000,565807.000,0.001
422843.000,565811.000,0.003
422843.000,565815.000,0.044
422843.000,565819.000,0.007
422843.000,565823.000,0.007
422843.000,565827.000,0.020
422843.000,565831.000,0.014
422843.000,565835.000,0.023
422843.000,565839.000,0.005
422843.000,565843.000,0.006
422843.000,565847.000,0.003
422843.000,565851.000,0.003
422843.000,565855.000,0.086
422843.000,565859.000,0.119
422843.000,565863.000,0.079
422843.000,565867.000,0.047
422843.000,565871.000,0.016
422843.000,565875.000,0.001
422843.000,565879.000,0.013
422843.000,565883.000,0.003
422843.000,565887.000,0.003
422843.000,565891.000,0.003
422843.000,565895.000,0.003
422843.000,565899.000,0.002
422843.000,565903.000,0.005
422843.000,565907.000,0.004
422843.000,565911.000,0.006
422843.000,565915.000,0.010
422843.000,565919.000,0.009
422843.000,565923.000,0.009
422843.000,565927.000,0.009
422843.000,565931.000,0.022
422843.000,565935.000,0.015
422843.000,565939.000,0.011
422843.000,565943.000,0.034
422843.000,565947.000,0.024
422843.000,565951.000,0.016
422843.000,565955.000,0.009
422843.000,565959.000,0.008
422843.000,565963.000,0.007
422843.000,565967.000,0.006
422843.000,565971.000,0.005
422843.000,565975.000,0.004
422843.000,565979.000,0.002
422843.000,565983.000,0.004
422843.000,565987.000,0.005
422843.000,565991.000,0.006
422843.000,565995.000,0.016
422843.000,565999.000,0.039
422843.000,566003.000,0.019
422843.000,566007.000,0.019
422843.000,566011.000,0.031
422843.000,566015.000,0.024
422843.000,566019.000,0.020
422843.000,566023.000,0.011
422843.000,566027.000,0.043
422843.000,566031.000,0.037
422843.000,566035.000,0.024
422843.000,566039.000,0.004
422843.000,566043.000,0.007
422843.000,566047.000,0.008
422843.000,566051.000,0.030
422843.000,566055.000,0.029
422843.000,566059.000,0.009
422843.000,566063.000,0.012
422843.000,566067.000,0.005
422843.000,566071.000,0.005
422843.000,566075.000,0.004
422843.000,566079.000,0.004
422843.000,566083.000,0.004
422843.000,566087.000,0.003
422843.000,566091.000,0.002
422843.000,566095.000,0.003
422843.000,566099.000,0.011
422843.000,566103.000,0.003
422843.000,566107.000,0.004
422843.000,566111.000,0.006
422843.000,566115.000,0.006
422843.000,566119.000,0.007
422843.000,566123.000,0.007
422843.000,566127.000,0.006
422843.000,566131.000,0.002
422843.000,566135.000,0.001
422843.000,566139.000,0.019
422843.000,566143.000,0.014
422843.000,566147.000,0.002
422843.000,566151.000,0.002
422843.000,566155.000,0.079
422843.000,566159.000,0.014
422843.000,566163.000,0.022
422843.000,566167.000,0.022
422843.000,566171.000,0.006
422843.000,566175.000,0.004
422843.000,566179.000,0.006
422843.000,566183.000,0.006
422843.000,566187.000,0.005
422847.000,564415.000,0.040
422847.000,564419.000,0.043
422847.000,564423.000,0.006
422847.000,564427.000,0.005
422847.000,564431.000,0.004
422847.000,564435.000,0.004
422847.000,564439.000,0.008
422847.000,564447.000,0.030
422847.000,564451.000,0.015
422847.000,564455.000,0.024
422847.000,564459.000,0.003
422847.000,564463.000,0.006
422847.000,564467.000,0.021
422847.000,564471.000,0.032
422847.000,564475.000,0.007
422847.000,564479.000,0.016
422847.000,564483.000,0.005
422847.000,564487.000,0.003
422847.000,564491.000,0.007
422847.000,564495.000,0.005
422847.000,564499.000,0.004
422847.000,564503.000,0.009
422847.000,564507.000,0.006
422847.000,564511.000,0.005
422847.000,564515.000,0.004
422847.000,564519.000,0.003
422847.000,564523.000,0.003
422847.000,564527.000,0.003
422847.000,564531.000,0.006
422847.000,564535.000,0.011
422847.000,564539.000,0.006
422847.000,564543.000,0.025
422847.000,564547.000,0.026
422847.000,564551.000,0.029
422847.000,564555.000,0.035
422847.000,564559.000,0.003
422847.000,564563.000,0.008
422847.000,564567.000,0.004
422847.000,564571.000,0.003
422847.000,564575.000,0.001
422847.000,564579.000,0.003
422847.000,564583.000,0.004
422847.000,564587.000,0.005
422847.000,564591.000,0.027
422847.000,564595.000,0.010
422847.000,564599.000,0.007
422847.000,564603.000,0.003
422847.000,564607.000,0.002
422847.000,564611.000,0.001
422847.000,564615.000,0.086
422847.000,564619.000,0.061
422847.000,564623.000,0.008
422847.000,564627.000,0.011
422847.000,564631.000,0.026
422847.000,564635.000,0.023
422847.000,564639.000,0.017
422847.000,564643.000,0.004
422847.000,564647.000,0.002
422847.000,564651.000,0.002
422847.000,564747.000,0.121
422847.000,564759.000,0.011
422847.000,564763.000,0.047
422847.000,564767.000,0.043
422847.000,564771.000,0.041
422847.000,564775.000,0.104
422847.000,564779.000,0.201
422847.000,564783.000,0.002
422847.000,564831.000,0.121
422847.000,564835.000,0.052
422847.000,564839.000,0.001
422847.000,564843.000,0.109
422847.000,564847.000,0.004
422847.000,564887.000,0.003
422847.000,564891.000,0.004
422847.000,564895.000,0.005
422847.000,564899.000,0.256
422847.000,564915.000,0.002
422847.000,564919.000,0.001
422847.000,564923.000,0.001
422847.000,564927.000,0.031
422847.000,564931.000,0.070
422847.000,564935.000,0.032
422847.000,564939.000,0.002
422847.000,564943.000,0.005
422847.000,564947.000,0.005
422847.000,564951.000,0.005
422847.000,564955.000,0.012
422847.000,564959.000,0.023
422847.000,564963.000,0.014
422847.000,564967.000,0.010
422847.000,564971.000,0.007
422847.000,564975.000,0.005
422847.000,564979.000,0.005
422847.000,564983.000,0.005
422847.000,564987.000,0.005
422847.000,564991.000,0.005
422847.000,564995.000,0.005
422847.000,564999.000,0.005
422847.000,565003.000,0.005
422847.000,565007.000,0.007
422847.000,565011.000,0.008
422847.000,565015.000,0.010
422847.000,565019.000,0.011
422847.000,565023.000,0.012
422847.000,565027.000,0.012
422847.000,565031.000,0.012
422847.000,565035.000,0.012
422847.000,565039.000,0.012
422847.000,565043.000,0.006
422847.000,565047.000,0.012
422847.000,565051.000,0.014
422847.000,565055.000,0.033
422847.000,565059.000,0.034
422847.000,565063.000,0.025
422847.000,565067.000,0.004
422847.000,565071.000,0.003
422847.000,565075.000,0.025
422847.000,565079.000,0.025
422847.000,565083.000,0.003
422847.000,565087.000,0.002
422847.000,565091.000,0.001
422847.000,565095.000,0.005
422847.000,565099.000,0.004
422847.000,565103.000,0.002
422847.000,565107.000,0.011
422847.000,565111.000,0.002
422847.000,565115.000,0.002
422847.000,565119.000,0.004
422847.000,565123.000,0.035
422847.000,565127.000,0.001
422847.000,565131.000,0.003
422847.000,565135.000,0.003
422847.000,565139.000,0.008
422847.000,565143.000,0.006
422847.000,565147.000,0.101
422847.000,565151.000,0.053
422847.000,565155.000,0.079
422847.000,565159.000,0.031
422847.000,565163.000,0.065
422847.000,565167.000,0.102
422847.000,565171.000,0.071
422847.000,565175.000,0.071
422847.000,565179.000,0.062
422847.000,565183.000,0.064
422847.000,565187.000,0.069
422847.000,565191.000,0.096
422847.000,565195.000,0.094
422847.000,565199.000,0.058
422847.000,565203.000,0.048
422847.000,565207.000,0.040
422847.000,565211.000,0.056
422847.000,565215.000,0.028
422847.000,565219.000,0.022
422847.000,565223.000,0.020
422847.000,565227.000,0.018
422847.000,565231.000,0.017
422847.000,565235.000,0.018
422847.000,565239.000,0.013
422847.000,565243.000,0.013
422847.000,565247.000,0.010
422847.000,565251.000,0.010
422847.000,565255.000,0.010
422847.000,565259.000,0.010
422847.000,565263.000,0.011
422847.000,565267.000,0.012
422847.000,565271.000,0.011
422847.000,565275.000,0.019
